Artist,Title
Queensryche,The_Needle_Lies
Led_Zeppelin,Bron-Y-Aur_Stomp
50_Cent,All_of_Me
Jennifer_Lopez,Do_It_Well
Janet_Jackson,Feedback
Opeth,Heir_Apparent
Killswitch_Engage,Reckoning
50_Cent,My_Gun_Go_Off
Slayer,Supremist
Nine_Inch_Nails,My_Violent_Heart
Teddy_Pendergrass,Close_the_Door
Black_Sabbath,TV_Crimes
John_Denver,Dreamland_Express
Ice_Cube,AmeriKKKa's_Most_Wanted
Rage_Against_the_Machine,Pistol_Grip_Pump
Elton_John,Wrap_Her_Up
Sepultura,Territory
Madonna,Express_Yourself
Krokus,Long_Stick_Goes_Boom
Jennifer_Lopez,Play
Geto_Boys,I_Ain't_With_Being_Broke
Dolly_Parton,Baby_I'm_Burnin'
Billy_Joel,It's_Still_Rock_Roll_to_Me
Venom,Black_Metal
Madonna,Like_a_Virgin
Bing_Crosby,Blue_Hawaii
Prince,Dirty_Mind
Linkin_Park,Runaway
Anthrax,Indians
Geto_Boys,Chuckie
Split_Enz,Charlie
Slayer,Sex._Murder._Art.
Tool,Intolerance
Ice-T,O.G._Original_Gangster
Slayer,Altar_of_Sacrifice
The_Sex_Pistols,I_Wanna_Be_Me
No_Use_for_a_Name,Born_Addicted
Megadeth,Good_Mourning/Black_Friday
Slayer,Can't_Stand_You
Slayer,Live_Undead
Children_of_Bodom,Downfall
Michael_W._Smith,Friends
Anthrax,This_Is_Not_an_Exit
Megadeth,Seven
Lena_Horne,Where_or_When
Bing_Crosby,Sweet_Leilani
Dionne_Warwick,That's_What_Friends_Are_For
The_Kinks,Waterloo_Sunset
John_Lennon,You_Are_Here
John_Denver,Take_Me_Home_Country_Roads
Simon_Garfunkel,April_Come_She_Will
Sinead_O'Connor,Door_Peep
Rosemary_Clooney,Tenderly
John_Denver,Farewell_Andromeda_(Welcome_to_My_Morning)
Elton_John,Dixie_Lily
