entry, positiv, negativ, pstv, affil, ngtv, hostile, strong, power, weak, submit, active, passive, pleasur, pain, feel, arousal, emot, virtue, vice, ovrst, undrst, academ, doctrin, econ@, exch, econ, exprsv, legal, milit, polit@, polit, relig, role, coll, work, ritual, socrel, race, kin@, male, female, nonadlt, hu, ani, place, social, region, route, aquatic, land, sky, object, tool, food, vehicle, bldgpt, comnobj, natobj, bodypt, comform, com, say, need, goal, try, means, persist, complet, fail, natrpro, begin, vary, increas, decreas, finish, stay, rise, exert, fetch, travel, fall, think, know, causal, ought, perceiv, compare, eval@, eval, solve, abs@, abs, quality, quan, numb, ord, card, freq, dist, time@, time, space, pos, dim, rel, color, self, our, you, name, yes, no, negate, intrj, iav, dav, sv, ipadj, indadj, powgain, powloss, powends, powaren, powcon, powcoop, powaupt, powpt, powdoct, powauth, powoth, powtot, rcethic, rcrelig, rcgain, rcloss, rcends, rctot, rspgain, rsploss, rspoth, rsptot, affgain, affloss, affpt, affoth, afftot, wltpt, wlttran, wltoth, wlttot, wlbgain, wlbloss, wlbphys, wlbpsyc, wlbpt, wlbtot, enlgain, enlloss, enlends, enlpt, enloth, enltot, sklasth, sklpt, skloth, skltot, trngain, trnloss, tranlw, meanslw, endslw, arenalw, ptlw, nation, anomie, negaff, posaff, surelw, if, notlw, timespc, formlw, 
mt0000326433, 62, 5, 62, 74, 5, 5, 60, 33, 23, 20, 116, 91, 30, 0, 0, 0, 31, 3, 2, 5, 12, 0, 0, 4, 1, 5, 3, 2, 1, 0, 0, 0, 0, 0, 3, 1, 98, 0, 0, 13, 14, 0, 0, 0, 9, 1, 0, 8, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 3, 34, 21, 0, 2, 1, 20, 19, 0, 0, 1, 9, 0, 0, 0, 1, 0, 2, 0, 0, 3, 10, 0, 0, 3, 3, 0, 81, 0, 0, 3, 68, 2, 2, 13, 2, 0, 0, 0, 0, 0, 9, 0, 22, 0, 0, 10, 0, 10, 0, 0, 0, 1, 0, 0, 10, 203, 29, 17, 0, 0, 10, 1, 0, 0, 3, 0, 0, 0, 0, 0, 8, 22, 3, 0, 1, 0, 0, 4, 0, 0, 9, 9, 41, 0, 0, 23, 64, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 1, 0, 0, 0, 3, 6, 0, 0, 12, 3, 
mt0000330045, 50, 19, 50, 37, 19, 18, 64, 34, 20, 6, 103, 28, 3, 0, 0, 8, 3, 20, 0, 41, 7, 0, 2, 6, 2, 13, 8, 5, 1, 3, 8, 1, 0, 7, 18, 5, 69, 0, 1, 3, 0, 0, 7, 0, 42, 5, 3, 5, 14, 8, 7, 3, 1, 0, 0, 0, 1, 1, 0, 22, 6, 0, 13, 0, 11, 11, 5, 8, 6, 16, 9, 7, 3, 0, 1, 0, 0, 4, 18, 24, 0, 0, 34, 3, 6, 0, 1, 0, 0, 10, 3, 8, 13, 19, 2, 1, 1, 0, 0, 24, 5, 56, 1, 2, 10, 1, 2, 0, 21, 6, 1, 0, 0, 12, 165, 28, 38, 0, 0, 5, 0, 0, 1, 0, 4, 1, 0, 0, 0, 4, 15, 11, 1, 4, 0, 0, 16, 0, 1, 7, 8, 5, 0, 0, 6, 11, 0, 2, 6, 8, 0, 0, 3, 0, 0, 3, 3, 0, 2, 0, 22, 27, 0, 0, 0, 0, 0, 1, 9, 0, 4, 5, 0, 1, 0, 0, 0, 0, 2, 0, 51, 7, 
mt0000345937, 101, 32, 101, 104, 35, 21, 61, 13, 29, 3, 86, 117, 36, 1, 0, 16, 43, 21, 14, 39, 23, 0, 0, 5, 0, 7, 10, 10, 0, 0, 4, 2, 1, 3, 16, 1, 66, 0, 0, 7, 1, 0, 4, 0, 11, 3, 2, 2, 0, 4, 0, 7, 4, 0, 0, 0, 2, 1, 3, 25, 16, 5, 1, 2, 4, 12, 2, 8, 5, 13, 3, 15, 1, 3, 2, 1, 4, 5, 3, 10, 9, 0, 21, 4, 0, 7, 1, 0, 6, 38, 1, 9, 4, 36, 2, 0, 2, 9, 1, 58, 7, 26, 5, 6, 12, 1, 33, 5, 71, 1, 4, 5, 6, 14, 128, 48, 58, 0, 0, 4, 6, 0, 0, 5, 0, 0, 0, 0, 0, 5, 20, 15, 2, 0, 0, 0, 17, 0, 2, 2, 4, 61, 0, 1, 24, 86, 1, 0, 4, 5, 0, 4, 2, 2, 0, 8, 8, 0, 0, 0, 35, 43, 0, 0, 0, 0, 7, 7, 18, 1, 16, 1, 1, 0, 0, 11, 9, 18, 7, 7, 48, 19, 
mt0000353361, 37, 7, 41, 23, 7, 5, 45, 13, 11, 5, 58, 28, 6, 2, 0, 6, 8, 20, 3, 23, 13, 0, 1, 3, 0, 10, 1, 6, 0, 0, 6, 0, 1, 1, 5, 4, 23, 0, 0, 0, 3, 1, 2, 0, 4, 3, 1, 0, 0, 0, 0, 9, 6, 0, 0, 1, 1, 1, 2, 14, 7, 1, 2, 3, 8, 15, 7, 4, 0, 3, 4, 9, 0, 0, 2, 5, 3, 1, 2, 11, 1, 0, 2, 4, 0, 9, 2, 0, 6, 16, 2, 5, 3, 17, 2, 0, 2, 8, 0, 40, 3, 29, 0, 2, 1, 1, 20, 0, 11, 6, 4, 0, 1, 5, 82, 27, 20, 0, 0, 1, 1, 0, 0, 1, 3, 0, 0, 0, 1, 4, 11, 8, 0, 2, 0, 0, 10, 3, 0, 0, 3, 10, 0, 0, 6, 16, 0, 0, 2, 2, 1, 2, 9, 1, 0, 13, 6, 0, 2, 0, 10, 18, 0, 0, 4, 4, 3, 0, 12, 0, 4, 1, 1, 0, 0, 1, 8, 8, 8, 1, 38, 8, 
mt0000361419, 13, 5, 11, 5, 5, 0, 6, 0, 2, 1, 5, 7, 2, 0, 0, 3, 1, 6, 2, 6, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 3, 2, 0, 3, 1, 0, 4, 0, 1, 0, 2, 0, 2, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 6, 0, 2, 2, 1, 1, 0, 0, 0, 0, 0, 4, 0, 6, 0, 0, 1, 0, 3, 1, 8, 0, 0, 0, 0, 0, 9, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 5, 4, 0, 0, 10, 2, 
mt0000371043, 31, 17, 30, 23, 16, 13, 42, 18, 16, 3, 76, 22, 0, 0, 0, 4, 2, 7, 5, 27, 24, 0, 0, 4, 1, 3, 10, 3, 1, 3, 2, 1, 5, 2, 12, 4, 34, 0, 0, 9, 0, 0, 7, 0, 3, 1, 0, 1, 0, 1, 0, 9, 7, 2, 0, 0, 0, 0, 2, 19, 5, 2, 2, 1, 3, 9, 1, 6, 4, 10, 1, 2, 0, 0, 4, 0, 1, 3, 2, 6, 0, 0, 9, 2, 1, 9, 2, 1, 1, 17, 1, 7, 6, 22, 2, 1, 1, 12, 0, 34, 6, 11, 1, 1, 7, 1, 16, 0, 6, 0, 1, 0, 1, 5, 84, 32, 22, 0, 1, 5, 2, 1, 0, 2, 1, 0, 0, 0, 0, 3, 14, 2, 0, 2, 0, 1, 5, 2, 1, 5, 8, 2, 0, 0, 3, 5, 0, 1, 2, 3, 2, 1, 8, 1, 0, 12, 13, 0, 0, 0, 13, 26, 0, 0, 1, 1, 4, 3, 11, 1, 5, 0, 2, 0, 0, 4, 3, 11, 9, 1, 23, 9, 
mt0000380971, 36, 13, 36, 16, 11, 9, 37, 15, 11, 5, 57, 9, 2, 3, 0, 4, 0, 27, 6, 19, 10, 1, 1, 3, 0, 0, 1, 4, 0, 0, 0, 0, 7, 0, 4, 4, 28, 0, 1, 2, 1, 3, 7, 4, 1, 0, 0, 0, 0, 1, 0, 6, 3, 1, 1, 1, 0, 0, 0, 5, 5, 0, 4, 0, 6, 3, 0, 6, 0, 2, 4, 2, 0, 0, 2, 2, 1, 1, 5, 1, 0, 0, 4, 4, 1, 18, 0, 0, 13, 11, 2, 2, 4, 20, 0, 0, 0, 3, 0, 6, 0, 6, 0, 1, 0, 0, 1, 0, 20, 0, 0, 1, 7, 2, 76, 13, 6, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 5, 6, 0, 0, 0, 0, 0, 2, 9, 1, 6, 18, 0, 0, 2, 0, 2, 4, 0, 0, 0, 0, 1, 0, 7, 0, 0, 0, 2, 0, 0, 2, 9, 12, 9, 6, 11, 2, 
mt0000391566, 8, 25, 8, 8, 27, 12, 28, 9, 18, 2, 50, 24, 0, 3, 0, 4, 4, 5, 17, 14, 10, 0, 0, 8, 0, 5, 2, 1, 0, 2, 5, 0, 3, 5, 7, 2, 14, 0, 0, 1, 0, 1, 8, 0, 11, 2, 1, 2, 2, 1, 3, 5, 1, 0, 4, 0, 0, 0, 1, 12, 10, 1, 3, 0, 0, 5, 0, 2, 0, 2, 1, 5, 0, 1, 6, 0, 0, 1, 3, 10, 0, 0, 8, 12, 0, 3, 0, 0, 9, 6, 2, 3, 12, 15, 0, 0, 0, 2, 1, 7, 1, 38, 0, 4, 10, 0, 0, 5, 0, 0, 5, 4, 9, 11, 44, 14, 15, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 1, 9, 14, 3, 0, 0, 0, 0, 3, 0, 0, 2, 2, 1, 0, 0, 1, 2, 0, 0, 4, 4, 0, 0, 0, 3, 3, 6, 4, 0, 0, 0, 18, 22, 0, 0, 1, 1, 0, 2, 20, 0, 2, 0, 0, 0, 0, 14, 1, 2, 1, 11, 23, 12, 
mt0000398595, 16, 20, 18, 6, 20, 8, 30, 7, 12, 1, 25, 31, 0, 3, 0, 7, 6, 10, 23, 37, 12, 0, 1, 3, 2, 1, 3, 7, 0, 3, 3, 1, 4, 0, 9, 3, 5, 0, 0, 7, 17, 0, 4, 0, 2, 1, 0, 1, 0, 0, 0, 3, 1, 0, 0, 0, 2, 0, 0, 18, 8, 3, 2, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 11, 3, 0, 1, 1, 0, 2, 5, 1, 2, 2, 33, 0, 0, 0, 0, 0, 16, 1, 12, 0, 3, 4, 0, 7, 0, 3, 0, 3, 3, 12, 10, 19, 14, 28, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 7, 1, 1, 0, 0, 9, 0, 0, 4, 4, 1, 0, 0, 0, 1, 0, 2, 1, 3, 1, 6, 10, 3, 0, 20, 4, 0, 0, 0, 19, 23, 0, 0, 4, 4, 0, 1, 7, 0, 4, 0, 4, 0, 0, 5, 1, 9, 8, 15, 20, 9, 
mt0000402499, 55, 22, 55, 2, 22, 6, 14, 0, 12, 0, 33, 30, 2, 0, 0, 10, 4, 19, 12, 42, 10, 3, 2, 1, 0, 6, 2, 4, 0, 0, 2, 0, 0, 0, 10, 0, 2, 0, 0, 0, 1, 0, 0, 1, 7, 2, 0, 0, 0, 3, 2, 4, 0, 1, 2, 0, 1, 0, 2, 9, 1, 0, 0, 0, 0, 8, 0, 0, 0, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 24, 2, 0, 14, 0, 0, 18, 9, 0, 0, 2, 20, 0, 0, 0, 2, 0, 15, 0, 17, 11, 6, 2, 2, 13, 1, 3, 0, 5, 5, 7, 12, 20, 3, 33, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 0, 0, 0, 0, 9, 0, 0, 2, 2, 1, 0, 0, 0, 1, 0, 0, 2, 2, 0, 4, 11, 0, 0, 15, 1, 0, 0, 0, 42, 43, 1, 0, 2, 3, 2, 0, 0, 5, 0, 0, 0, 0, 0, 1, 1, 20, 1, 7, 17, 2, 
mt0000409764, 4, 36, 4, 8, 27, 32, 41, 15, 8, 1, 39, 16, 0, 0, 0, 6, 2, 1, 6, 6, 13, 0, 0, 25, 0, 26, 3, 3, 22, 11, 5, 0, 2, 2, 15, 2, 15, 1, 0, 0, 0, 0, 4, 0, 13, 13, 0, 0, 0, 0, 0, 22, 17, 1, 0, 0, 3, 1, 1, 12, 5, 0, 1, 0, 3, 10, 2, 2, 2, 1, 1, 3, 0, 1, 3, 3, 0, 10, 4, 6, 0, 0, 3, 1, 0, 9, 1, 0, 1, 1, 0, 1, 2, 10, 2, 2, 0, 1, 0, 13, 1, 13, 2, 0, 8, 3, 14, 0, 5, 1, 0, 1, 9, 3, 48, 13, 43, 0, 0, 0, 1, 0, 0, 26, 1, 1, 1, 1, 0, 10, 41, 0, 0, 2, 0, 0, 2, 0, 0, 3, 3, 2, 0, 0, 0, 2, 0, 0, 26, 26, 1, 2, 1, 0, 0, 4, 4, 0, 0, 0, 4, 8, 1, 0, 0, 1, 1, 3, 8, 0, 1, 0, 1, 0, 0, 0, 2, 3, 1, 10, 14, 5, 
mt0000409922, 51, 4, 51, 65, 4, 2, 14, 2, 1, 1, 20, 45, 31, 1, 0, 4, 33, 5, 1, 8, 4, 1, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 1, 1, 1, 0, 33, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 1, 1, 1, 2, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 3, 0, 1, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 7, 0, 0, 0, 0, 0, 3, 0, 6, 0, 0, 1, 0, 4, 0, 12, 0, 0, 0, 0, 0, 27, 2, 13, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 43, 0, 0, 21, 64, 0, 0, 0, 0, 1, 0, 4, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 6, 3, 2, 5, 0, 
mt0000412380, 73, 108, 78, 49, 106, 64, 171, 65, 75, 24, 206, 138, 3, 16, 0, 27, 14, 44, 41, 67, 40, 0, 0, 10, 1, 9, 2, 10, 11, 5, 7, 2, 20, 4, 11, 5, 89, 0, 0, 3, 6, 2, 24, 1, 18, 2, 3, 12, 0, 0, 1, 44, 28, 5, 3, 2, 5, 1, 9, 40, 13, 1, 23, 9, 16, 58, 5, 11, 5, 44, 6, 8, 1, 0, 19, 16, 2, 10, 20, 33, 5, 1, 22, 23, 1, 17, 6, 1, 22, 41, 18, 24, 15, 58, 4, 0, 4, 13, 1, 53, 4, 114, 6, 2, 33, 0, 87, 4, 3, 1, 6, 6, 31, 27, 251, 81, 74, 1, 2, 9, 7, 4, 0, 13, 1, 1, 1, 1, 0, 47, 84, 20, 1, 7, 0, 2, 30, 4, 3, 9, 16, 9, 4, 1, 8, 22, 2, 1, 17, 21, 0, 15, 51, 2, 3, 70, 17, 0, 4, 0, 37, 58, 0, 0, 3, 3, 6, 12, 40, 7, 24, 0, 7, 0, 0, 19, 11, 32, 20, 36, 85, 8, 
mt0000421504, 29, 19, 29, 22, 19, 10, 79, 39, 17, 4, 95, 25, 0, 4, 0, 0, 0, 16, 13, 17, 17, 0, 1, 7, 0, 3, 0, 2, 0, 7, 8, 0, 6, 1, 4, 4, 41, 1, 0, 6, 0, 0, 7, 0, 6, 3, 0, 1, 0, 1, 1, 3, 3, 0, 0, 0, 0, 0, 6, 27, 1, 0, 5, 0, 7, 22, 8, 0, 3, 9, 5, 6, 2, 1, 5, 2, 0, 4, 17, 8, 3, 0, 4, 9, 0, 6, 0, 0, 14, 3, 0, 2, 13, 6, 2, 2, 0, 1, 0, 11, 2, 25, 4, 0, 14, 0, 23, 0, 1, 0, 0, 0, 0, 3, 113, 22, 9, 0, 0, 2, 1, 2, 0, 6, 0, 0, 0, 0, 0, 10, 21, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 1, 0, 0, 3, 4, 0, 0, 7, 7, 2, 0, 8, 1, 0, 11, 6, 0, 0, 0, 4, 10, 0, 0, 6, 6, 0, 3, 12, 0, 2, 1, 0, 0, 0, 3, 6, 6, 2, 0, 19, 7, 
mt0000425270, 88, 47, 85, 50, 44, 42, 166, 49, 14, 8, 182, 60, 9, 4, 1, 16, 10, 29, 12, 58, 26, 1, 3, 12, 1, 18, 6, 16, 1, 12, 25, 2, 15, 8, 12, 1, 76, 3, 4, 4, 0, 0, 25, 1, 7, 2, 2, 0, 0, 0, 3, 30, 16, 6, 0, 1, 2, 5, 4, 32, 19, 3, 16, 8, 17, 23, 4, 26, 0, 12, 8, 6, 0, 0, 8, 3, 2, 4, 15, 20, 0, 0, 28, 34, 7, 20, 5, 2, 10, 37, 20, 22, 24, 57, 10, 1, 9, 12, 0, 30, 2, 71, 10, 2, 13, 6, 5, 1, 70, 10, 12, 5, 19, 20, 222, 43, 52, 0, 0, 0, 3, 0, 1, 2, 1, 4, 3, 0, 13, 27, 54, 25, 0, 3, 0, 2, 30, 5, 0, 3, 8, 8, 0, 4, 7, 19, 2, 0, 3, 5, 0, 7, 16, 6, 1, 30, 12, 0, 1, 0, 37, 50, 0, 1, 5, 6, 4, 4, 31, 4, 11, 1, 4, 1, 0, 3, 13, 33, 13, 21, 68, 21, 
mt0000431226, 38, 28, 38, 44, 28, 6, 69, 29, 22, 5, 109, 39, 2, 7, 0, 15, 11, 19, 12, 29, 17, 2, 0, 2, 1, 2, 2, 4, 0, 0, 0, 2, 5, 2, 10, 2, 55, 0, 0, 1, 0, 1, 7, 0, 5, 0, 0, 3, 0, 1, 1, 12, 6, 2, 0, 0, 2, 2, 3, 14, 8, 1, 16, 0, 6, 9, 3, 2, 9, 6, 9, 6, 0, 0, 3, 2, 2, 2, 10, 7, 1, 0, 6, 7, 0, 9, 1, 0, 8, 20, 4, 9, 1, 27, 1, 0, 1, 6, 0, 24, 5, 19, 0, 3, 5, 0, 23, 0, 21, 0, 0, 0, 0, 5, 118, 40, 27, 0, 0, 6, 5, 0, 0, 0, 3, 2, 0, 0, 0, 4, 20, 5, 0, 1, 2, 0, 8, 0, 4, 5, 9, 2, 1, 1, 3, 7, 0, 0, 1, 1, 0, 2, 6, 4, 2, 14, 6, 0, 0, 0, 12, 18, 0, 0, 3, 3, 18, 1, 8, 2, 14, 0, 2, 0, 1, 4, 9, 19, 6, 0, 15, 8, 
mt0000436815, 53, 27, 53, 54, 27, 8, 36, 4, 35, 9, 18, 89, 9, 0, 0, 14, 14, 16, 2, 13, 7, 6, 4, 4, 0, 3, 5, 4, 7, 0, 2, 8, 1, 4, 4, 2, 34, 0, 0, 6, 9, 0, 5, 0, 12, 2, 1, 0, 0, 8, 1, 10, 6, 0, 0, 0, 4, 0, 1, 26, 15, 0, 6, 1, 0, 8, 0, 2, 0, 7, 1, 4, 1, 7, 8, 1, 4, 2, 0, 4, 21, 0, 10, 6, 0, 4, 3, 0, 11, 10, 4, 12, 11, 21, 0, 0, 0, 0, 0, 12, 8, 28, 0, 0, 6, 0, 7, 3, 12, 1, 0, 1, 5, 3, 72, 34, 10, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 8, 15, 2, 4, 2, 0, 3, 11, 0, 1, 1, 2, 20, 0, 0, 9, 29, 2, 0, 2, 4, 0, 0, 3, 2, 0, 5, 7, 0, 2, 0, 13, 22, 0, 0, 4, 4, 0, 10, 11, 0, 6, 1, 1, 1, 0, 0, 9, 6, 2, 6, 13, 15, 
mt0000447539, 12, 6, 5, 6, 6, 0, 9, 17, 0, 0, 22, 2, 8, 0, 0, 0, 8, 3, 0, 5, 2, 0, 0, 0, 0, 0, 6, 0, 0, 3, 3, 5, 6, 0, 10, 0, 12, 0, 0, 12, 0, 0, 6, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 0, 0, 0, 0, 0, 0, 10, 6, 1, 0, 20, 0, 0, 0, 0, 10, 10, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6, 80, 3, 6, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 2, 4, 0, 0, 2, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 3, 13, 0, 0, 12, 3, 
mt0000449429, 98, 9, 98, 66, 9, 10, 78, 20, 18, 8, 57, 80, 15, 1, 0, 32, 29, 46, 3, 53, 20, 0, 0, 3, 0, 3, 1, 9, 0, 0, 1, 11, 10, 0, 5, 0, 29, 0, 0, 0, 0, 1, 10, 0, 4, 1, 0, 0, 3, 0, 0, 2, 2, 0, 0, 0, 0, 0, 1, 15, 8, 1, 4, 1, 6, 6, 4, 4, 1, 1, 2, 0, 0, 0, 2, 0, 0, 2, 1, 5, 0, 0, 8, 3, 4, 16, 5, 0, 22, 32, 5, 9, 8, 39, 3, 0, 3, 17, 0, 42, 4, 31, 0, 11, 13, 0, 24, 0, 26, 1, 4, 0, 5, 6, 72, 14, 69, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 9, 13, 13, 3, 2, 0, 4, 22, 0, 0, 0, 0, 34, 0, 0, 14, 48, 0, 0, 2, 2, 0, 1, 1, 2, 1, 5, 3, 0, 2, 0, 19, 24, 0, 0, 3, 3, 1, 1, 14, 0, 2, 3, 0, 1, 0, 0, 13, 34, 2, 5, 23, 8, 
mt0000463371, 15, 43, 10, 4, 39, 14, 34, 5, 15, 3, 24, 27, 3, 1, 2, 9, 9, 8, 9, 8, 3, 2, 2, 1, 1, 0, 0, 0, 0, 1, 1, 11, 7, 5, 5, 2, 8, 0, 0, 2, 5, 2, 12, 0, 8, 5, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 6, 2, 0, 0, 7, 2, 1, 1, 0, 0, 3, 16, 0, 1, 2, 1, 5, 0, 1, 1, 1, 1, 1, 0, 5, 5, 2, 1, 0, 0, 5, 4, 9, 10, 6, 6, 2, 0, 2, 1, 0, 3, 1, 22, 0, 1, 0, 0, 7, 0, 2, 0, 0, 0, 2, 2, 33, 11, 12, 0, 3, 1, 2, 0, 0, 3, 0, 1, 0, 0, 0, 4, 11, 0, 10, 0, 0, 0, 10, 0, 1, 1, 2, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 1, 17, 0, 4, 22, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 1, 6, 7, 0, 7, 1, 0, 0, 0, 5, 0, 3, 1, 2, 14, 1, 
mt0000464234, 41, 54, 42, 38, 48, 38, 100, 31, 16, 15, 150, 44, 0, 2, 0, 12, 6, 15, 18, 40, 20, 0, 4, 9, 4, 5, 20, 3, 2, 5, 11, 4, 13, 9, 26, 2, 58, 2, 4, 9, 0, 0, 23, 1, 7, 2, 2, 1, 0, 2, 0, 29, 14, 2, 0, 1, 9, 3, 3, 45, 27, 6, 4, 7, 14, 11, 6, 14, 3, 4, 2, 10, 2, 1, 3, 7, 4, 10, 7, 35, 0, 0, 18, 24, 9, 6, 0, 0, 5, 24, 15, 17, 12, 21, 6, 4, 2, 12, 1, 31, 1, 38, 6, 2, 15, 2, 16, 8, 30, 0, 6, 0, 8, 16, 173, 69, 43, 1, 1, 7, 13, 1, 1, 13, 4, 1, 4, 0, 0, 28, 72, 8, 3, 1, 0, 4, 16, 0, 4, 3, 7, 5, 0, 6, 1, 12, 0, 2, 5, 7, 0, 3, 5, 1, 0, 9, 16, 1, 2, 2, 36, 57, 10, 0, 12, 22, 3, 2, 21, 0, 11, 2, 4, 0, 0, 3, 10, 14, 6, 6, 54, 27, 
mt0000475876, 100, 62, 174, 63, 62, 79, 233, 56, 15, 3, 189, 28, 6, 2, 0, 2, 9, 91, 14, 110, 35, 0, 0, 8, 0, 2, 4, 46, 0, 0, 2, 0, 6, 1, 54, 3, 135, 0, 1, 0, 3, 2, 7, 0, 7, 7, 0, 0, 0, 0, 0, 14, 12, 0, 0, 0, 0, 2, 1, 35, 16, 1, 10, 5, 41, 46, 1, 42, 2, 1, 3, 5, 0, 3, 2, 0, 0, 1, 44, 48, 0, 0, 2, 8, 37, 0, 1, 0, 43, 7, 39, 50, 2, 79, 0, 0, 0, 13, 0, 51, 11, 76, 0, 8, 6, 0, 14, 35, 21, 0, 74, 1, 5, 45, 307, 72, 50, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 1, 1, 7, 45, 0, 37, 0, 1, 83, 1, 1, 1, 3, 9, 0, 1, 7, 17, 0, 0, 1, 1, 0, 2, 0, 2, 4, 8, 2, 0, 2, 0, 11, 15, 1, 0, 4, 5, 5, 3, 13, 1, 20, 0, 1, 0, 0, 1, 1, 88, 16, 6, 144, 22, 
mt0000489470, 21, 33, 21, 15, 32, 6, 20, 5, 23, 1, 18, 46, 3, 5, 0, 9, 7, 5, 5, 10, 28, 0, 0, 2, 0, 3, 1, 2, 0, 0, 0, 3, 3, 3, 2, 1, 10, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0, 1, 1, 1, 3, 3, 1, 0, 0, 0, 1, 1, 2, 15, 8, 0, 12, 1, 0, 2, 3, 2, 0, 8, 0, 3, 3, 1, 1, 3, 1, 1, 2, 3, 0, 0, 8, 5, 0, 1, 0, 0, 0, 7, 8, 10, 6, 12, 0, 0, 0, 2, 0, 11, 2, 9, 0, 0, 3, 0, 17, 2, 38, 0, 0, 0, 6, 3, 31, 16, 26, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3, 6, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 7, 0, 0, 2, 8, 0, 0, 2, 2, 0, 2, 4, 3, 3, 12, 2, 0, 2, 0, 11, 15, 5, 0, 0, 5, 0, 2, 4, 3, 12, 2, 3, 0, 0, 3, 1, 1, 2, 6, 13, 7, 
mt0000495842, 17, 5, 17, 20, 5, 10, 27, 19, 0, 0, 25, 26, 4, 1, 0, 0, 1, 6, 2, 10, 11, 0, 4, 0, 0, 0, 0, 2, 0, 1, 7, 3, 1, 1, 0, 2, 40, 0, 0, 0, 0, 0, 2, 2, 10, 0, 0, 6, 0, 2, 2, 4, 4, 0, 0, 0, 0, 0, 1, 15, 5, 0, 0, 6, 0, 12, 1, 0, 0, 9, 0, 0, 0, 0, 0, 2, 4, 0, 0, 10, 0, 0, 2, 0, 0, 6, 3, 0, 0, 9, 7, 19, 2, 19, 2, 0, 2, 1, 0, 15, 12, 35, 0, 0, 6, 0, 0, 0, 40, 0, 0, 3, 12, 10, 40, 9, 4, 0, 0, 6, 0, 0, 0, 0, 6, 1, 0, 0, 0, 8, 21, 0, 1, 0, 0, 0, 1, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 8, 1, 0, 16, 6, 0, 6, 0, 9, 21, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 15, 29, 5, 
