Id,Gazeteers_AvgValence,Gazeteers_AvgArousal,DAL_ANEW_AvgValence,DAL_ANEW_AvgArousal,DAL_ANEW_AvgDominance,Synesktech_GeneralWeight,Synesktech_Valence,Synesktech_HappinessWeight,Synesktech_SadnessWeight,Synesktech_AngerWeight,Synesktech_FearWeight,Synesktech_DisgustWeight,Synesktech_SurpriseWeight,GI_positiv,GI_negativ,GI_pstv,GI_affil,GI_ngtv,GI_hostile,GI_strong,GI_power,GI_weak,GI_submit,GI_active,GI_passive,GI_pleasur,GI_pain,GI_feel,GI_arousal,GI_emot,GI_virtue,GI_vice,GI_ovrst,GI_undrst,GI_academ,GI_doctrin,GI_econ@,GI_exch,GI_econ,GI_exprsv,GI_legal,GI_milit,GI_polit@,GI_polit,GI_relig,GI_role,GI_coll,GI_work,GI_ritual,GI_socrel,GI_race,GI_kin@,GI_male,GI_female,GI_nonadlt,GI_hu,GI_ani,GI_place,GI_social,GI_region,GI_route,GI_aquatic,GI_land,GI_sky,GI_object,GI_tool,GI_food,GI_vehicle,GI_bldgpt,GI_comnobj,GI_natobj,GI_bodypt,GI_comform,GI_com,GI_say,GI_need,GI_goal,GI_try,GI_means,GI_persist,GI_complet,GI_fail,GI_natrpro,GI_begin,GI_vary,GI_increas,GI_decreas,GI_finish,GI_stay,GI_rise,GI_exert,GI_fetch,GI_travel,GI_fall,GI_think,GI_know,GI_causal,GI_ought,GI_perceiv,GI_compare,GI_eval@,GI_eval,GI_solve,GI_abs@,GI_abs,GI_quality,GI_quan,GI_numb,GI_ord,GI_card,GI_freq,GI_dist,GI_time@,GI_time,GI_space,GI_pos,GI_dim,GI_rel,GI_color,GI_self,GI_our,GI_you,GI_name,GI_yes,GI_no,GI_negate,GI_intrj,GI_iav,GI_dav,GI_sv,GI_ipadj,GI_indadj,GI_powgain,GI_powloss,GI_powends,GI_powaren,GI_powcon,GI_powcoop,GI_powaupt,GI_powpt,GI_powdoct,GI_powauth,GI_powoth,GI_powtot,GI_rcethic,GI_rcrelig,GI_rcgain,GI_rcloss,GI_rcends,GI_rctot,GI_rspgain,GI_rsploss,GI_rspoth,GI_rsptot,GI_affgain,GI_affloss,GI_affpt,GI_affoth,GI_afftot,GI_wltpt,GI_wlttran,GI_wltoth,GI_wlttot,GI_wlbgain,GI_wlbloss,GI_wlbphys,GI_wlbpsyc,GI_wlbpt,GI_wlbtot,GI_enlgain,GI_enlloss,GI_enlends,GI_enlpt,GI_enloth,GI_enltot,GI_sklasth,GI_sklpt,GI_skloth,GI_skltot,GI_trngain,GI_trnloss,GI_tranlw,GI_meanslw,GI_endslw,GI_arenalw,GI_ptlw,GI_nation,GI_anomie,GI_negaff,GI_posaff,GI_surelw,GI_if,GI_notlw,GI_timespc,GI_formlw,Unnamed: 196,Quadrant
mt0000638424,2.6723529411764706,2.135294117647059,2.0525130841121504,1.7199925233644862,1.6373831775700929,1.0,1,1.0,0.96,1.0,1.0,0.84,0.18,16,6,16,16,6,3,12,6,6,3,21,18,5,0,0,4,10,3,1,16,3,1,0,0,0,1,6,1,0,0,1,6,2,0,3,0,13,0,0,0,0,0,2,0,11,1,4,0,0,1,5,1,1,0,0,0,0,0,0,8,3,0,4,0,0,2,0,1,2,3,0,0,0,0,2,2,0,0,1,1,0,0,5,3,0,1,0,0,5,3,1,8,3,8,0,0,0,1,0,13,7,22,3,3,6,0,2,5,10,0,0,0,0,1,24,12,13,0,0,0,0,0,0,0,1,0,0,0,0,4,5,2,0,0,0,0,2,0,0,0,0,5,0,0,8,13,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,3,1,0,0,1,1,3,5,0,6,3,1,0,0,0,4,5,2,0,18,3,,Q4
mt0000638634,2.828125,2.503125,2.0136993865030672,1.8345674846625752,1.5496932515337425,1.0,1,1.0,1.0,0.5,0.5,0.5,0.1,104,24,110,96,24,12,64,20,18,11,87,70,27,1,0,19,28,37,3,7,15,0,0,1,0,0,0,5,0,0,0,9,7,0,5,1,64,0,0,0,0,1,7,0,10,9,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,15,11,4,13,1,0,3,4,6,9,0,0,3,0,0,1,7,6,0,0,11,21,0,1,0,0,6,7,12,13,1,10,3,0,3,4,0,14,1,37,0,0,1,0,21,0,10,0,6,1,4,10,102,11,23,0,0,19,0,0,0,0,1,0,0,0,0,5,25,9,0,3,0,9,21,0,0,4,4,41,0,0,19,60,0,0,0,0,0,3,3,1,2,9,2,0,0,0,13,15,0,0,0,0,0,2,12,9,12,0,4,0,0,1,0,8,3,5,33,2,,Q4
mt0000643201,2.25,2.0466666666666664,1.8816907975460122,1.6089073619631904,1.4625766871165642,0.8,-1,0.8,0.26666666666666666,0.7,0.8,0.7,0.040816326530612235,52,10,52,32,10,11,50,7,3,12,68,50,0,0,0,10,2,23,2,40,39,0,0,1,0,1,3,7,0,0,0,2,0,0,10,4,37,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11,8,0,0,0,3,0,1,23,12,2,10,1,0,19,1,7,0,3,0,0,0,0,0,0,0,0,0,2,0,0,4,6,0,17,9,0,9,30,0,7,5,39,7,5,2,8,0,27,7,5,5,0,11,0,14,1,20,0,0,0,10,4,86,12,32,0,0,5,0,0,0,2,0,0,0,0,0,7,14,6,2,7,0,0,15,0,0,0,0,3,0,0,3,6,0,0,1,1,1,0,3,0,0,4,8,0,0,0,27,35,0,0,5,5,3,0,10,0,13,2,3,0,0,0,0,30,4,6,21,15,,Q3
mt0000652082,2.794166666666667,2.458333333333333,1.9160549295774651,1.6624288732394377,1.459154929577465,1.0,1,1.0,0.3333333333333333,0.1,0.08181818181818183,0.06666666666666668,0.0,82,12,82,61,12,8,20,4,10,0,21,53,30,0,0,2,31,40,6,29,27,0,0,0,0,0,0,16,0,3,3,2,3,2,2,0,31,0,0,3,0,0,5,0,2,0,0,1,0,1,0,10,1,7,0,0,0,3,0,4,2,0,8,1,0,2,2,0,0,1,0,0,4,0,3,0,1,0,0,2,0,0,2,0,0,0,2,0,21,3,3,4,1,45,2,2,0,3,0,26,1,6,1,3,1,0,0,2,2,0,0,2,12,8,25,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,17,0,0,4,4,40,0,0,20,60,0,0,2,2,1,0,1,0,2,4,0,0,0,0,4,4,0,0,0,0,0,1,2,0,24,6,0,0,0,2,0,5,1,14,26,2,,Q4
mt0000666429,2.128,2.204,1.9436504065040647,1.7727239837398368,1.6032520325203232,1.0,-1,1.0,1.0,1.0,0.45,0.45,0.061538461538461535,44,52,43,17,52,23,39,13,23,9,104,55,18,4,0,12,14,17,22,44,26,0,0,2,1,1,0,8,0,1,1,1,1,1,13,0,31,0,0,1,0,0,2,1,8,1,0,1,6,0,0,18,6,6,6,0,0,0,4,22,11,0,12,1,7,19,0,3,2,46,0,0,0,0,2,0,0,0,3,16,0,2,6,13,1,16,0,0,9,18,5,6,12,30,0,0,0,4,0,25,1,31,0,0,8,0,18,0,79,0,3,8,29,23,85,35,23,1,3,1,0,2,0,0,0,0,0,1,0,10,14,16,1,1,0,0,18,1,0,1,2,8,0,1,4,13,0,0,0,0,0,0,46,0,0,46,9,0,0,0,11,20,2,0,2,4,0,1,13,0,7,2,0,0,0,18,1,19,13,34,44,8,,Q2
mt0000667625,3.0,3.0,2.1124875000000003,1.8279500000000009,1.5479166666666666,1.0,1,1.0,0.1565217391304348,0.4,0.16,0.27,0.12857142857142856,42,34,42,10,34,6,44,6,8,0,40,46,4,0,0,34,12,22,6,22,2,0,0,12,6,6,2,12,6,0,6,0,8,6,2,2,6,0,0,0,0,0,14,0,8,0,0,0,0,2,6,10,6,2,2,0,0,0,0,30,20,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,16,0,0,0,0,22,10,4,4,24,18,0,0,0,0,0,4,0,3,0,0,2,0,24,0,30,0,14,0,0,14,24,8,26,0,0,0,0,0,0,0,0,6,0,0,0,6,12,12,0,0,0,0,12,0,6,0,6,0,0,8,0,8,0,0,0,0,0,0,6,0,0,6,6,0,0,0,14,20,0,0,2,2,0,0,16,0,12,0,0,0,0,2,4,10,2,0,0,20,,Q1
mt0000670865,2.2925,2.0975,1.9529706896551744,1.7063649425287355,1.6873563218390792,1.0,-1,1.0,1.0,0.75,1.0,0.75,0.09000000000000001,30,8,29,20,7,4,31,7,4,4,47,29,4,1,0,15,7,13,7,13,3,6,4,2,1,2,1,11,0,2,3,1,0,3,6,2,9,0,0,4,13,3,3,5,4,1,1,0,2,0,0,16,9,1,0,0,6,0,3,18,9,0,2,0,1,3,0,1,0,5,2,6,1,0,1,7,5,3,0,7,1,1,5,8,0,3,0,0,5,3,0,1,8,18,0,0,0,2,0,9,1,17,0,0,8,1,12,6,22,0,0,0,0,0,51,19,11,0,1,2,0,0,0,0,3,1,0,1,0,19,26,6,3,0,0,0,9,1,0,2,3,8,0,0,3,11,0,0,2,2,1,2,8,1,0,12,4,0,0,0,11,15,0,0,1,1,1,1,11,1,1,3,0,0,0,1,4,4,6,0,16,8,,Q4
mt0000685324,2.8480000000000003,2.369,1.96911530612245,1.660289795918368,1.493877551020408,1.0,-1,1.0,1.0,0.5,0.5,0.5,0.035,51,4,51,43,4,2,7,2,6,0,11,45,16,4,0,15,23,12,0,10,6,0,0,0,0,0,1,6,0,0,0,1,1,0,1,0,15,0,0,0,0,0,1,1,2,1,0,0,0,0,1,10,6,0,0,0,0,4,1,3,3,0,0,1,0,2,0,0,0,5,0,0,0,2,0,0,0,0,0,8,0,0,3,0,0,4,0,0,6,4,0,2,4,7,0,0,0,2,0,11,2,9,0,0,6,0,3,0,15,0,0,1,5,3,19,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,11,0,0,0,0,27,0,0,10,37,0,0,0,0,1,0,1,0,0,2,0,0,0,0,6,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,3,4,6,17,3,,Q3
mt0000685538,1.9942857142857144,1.85,1.8775476190476188,1.6836916666666664,1.5738095238095238,1.0,-1,0.8,1.0,0.2,0.0,0.08888888888888889,0.061538461538461535,8,31,8,5,29,7,38,35,8,0,39,17,0,8,0,0,2,2,9,0,1,0,0,2,0,0,4,0,0,0,2,0,4,0,5,0,35,0,0,0,0,2,4,0,2,2,0,0,0,0,0,8,2,2,0,0,4,0,0,8,8,0,0,0,7,7,7,7,14,0,0,0,0,0,3,0,0,0,0,4,0,0,8,3,0,7,0,0,0,4,0,0,0,0,0,0,0,1,0,9,0,14,0,0,0,0,6,0,10,0,0,0,1,18,82,2,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,6,0,3,4,13,2,0,0,0,16,18,2,0,0,2,0,14,42,0,0,0,0,0,0,3,0,14,0,1,9,6,,Q3
mt0000688115,2.5111111111111106,2.3466666666666667,1.811372340425532,1.7575521276595751,1.4340425531914898,1.0,-1,1.0,1.0,0.5,0.5,0.5,0.05333333333333334,29,18,29,26,18,7,26,7,8,7,37,27,9,4,0,13,10,7,4,17,16,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,23,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,2,0,0,0,0,0,6,20,1,0,0,6,0,7,0,1,1,1,0,1,0,0,1,0,0,0,2,2,0,0,4,8,0,2,0,0,8,12,0,0,0,13,0,0,0,6,0,3,0,2,1,3,1,0,16,0,16,0,1,1,8,4,48,11,15,0,0,2,1,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,3,0,0,7,7,14,0,0,5,19,0,0,0,0,0,4,4,0,0,8,2,0,4,0,24,30,0,0,0,0,3,2,3,1,3,0,0,0,0,0,3,11,0,8,3,3,,Q3
mt0000688312,2.16,1.66,1.8428636363636364,1.6783757575757574,1.9757575757575752,1.0,-1,0.8,1.0,0.9,0.9,0.7,0.016,23,7,23,14,5,5,74,4,12,4,98,15,0,1,0,21,2,27,1,22,10,0,0,1,1,0,0,2,0,0,0,0,9,1,15,0,10,0,8,8,0,0,10,0,2,0,0,1,1,0,0,21,21,0,0,0,0,0,14,22,1,1,5,1,11,3,2,4,1,2,0,1,1,0,0,0,2,0,2,4,0,0,7,5,1,49,8,0,8,30,3,5,2,10,2,0,2,3,0,14,2,70,0,17,1,0,0,0,16,0,3,0,0,3,141,44,13,0,0,0,0,0,0,20,0,0,0,0,0,1,21,11,0,1,0,1,13,8,0,0,8,0,0,9,0,9,0,1,0,1,0,0,1,0,0,1,22,0,0,0,24,46,0,0,0,0,0,0,25,0,5,1,2,0,0,0,8,5,21,0,49,0,,Q3
mt0000689110,2.733333333333333,1.461666666666667,1.9348989690721647,1.6835329896907218,1.6804123711340204,0.6,-1,0.25,0.6,0.08888888888888889,0.15,0.15,0.08888888888888889,29,3,28,8,3,6,29,10,4,4,34,18,4,0,0,0,0,13,0,7,4,0,1,2,0,2,0,2,4,0,1,0,1,1,6,3,10,0,0,1,0,0,2,1,0,0,0,0,0,0,0,18,12,4,0,0,1,1,0,12,4,0,9,0,0,1,1,7,0,1,0,11,1,0,0,0,10,5,1,9,0,0,0,1,0,10,0,1,4,3,0,0,3,16,0,0,0,0,0,5,0,11,0,0,2,0,4,6,4,0,0,0,0,4,65,13,33,0,1,0,0,0,0,4,0,0,0,0,0,6,10,1,0,0,0,0,1,0,0,5,5,0,0,0,0,0,0,0,2,2,2,0,4,0,0,6,10,0,0,0,0,10,0,0,1,1,4,0,4,0,8,1,2,0,0,0,8,1,4,0,11,3,,Q2
mt0000690637,2.1366666666666667,2.045833333333334,1.958807171314742,1.5894756972111537,1.658964143426295,1.0,-1,1.0,1.0,0.4,0.4,1.0,0.061538461538461535,62,11,62,34,11,5,22,14,5,1,47,36,4,0,0,25,10,32,5,19,15,1,0,5,3,13,10,15,0,0,15,0,10,2,10,6,18,0,0,0,3,6,12,1,16,3,12,1,0,0,0,10,0,2,4,0,4,0,5,4,7,0,0,0,1,0,0,3,2,5,0,9,1,0,2,2,3,3,0,10,0,0,12,5,0,8,0,0,15,9,0,15,13,25,1,0,1,6,0,29,15,30,0,0,5,0,2,0,10,0,3,0,0,6,60,11,54,0,0,5,4,0,0,6,6,1,0,0,0,6,28,14,0,0,0,0,14,0,0,0,0,18,0,0,9,27,0,0,2,2,0,0,4,0,6,10,0,0,0,0,9,9,0,0,0,0,0,0,7,0,3,16,3,0,0,2,17,13,4,0,41,3,,Q1
mt0000704913,2.6107692307692307,2.488461538461538,2.0340458064516143,1.7657683870967744,1.5883870967741924,1.0,-1,1.0,1.0,0.75,0.75,0.75,0.0,115,29,114,26,29,5,35,10,13,0,80,32,41,3,0,3,34,29,17,32,12,0,0,0,0,2,42,21,0,0,0,0,0,0,6,14,20,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,2,0,0,0,0,0,3,9,0,0,11,5,4,3,0,0,0,0,2,4,0,0,3,2,0,0,9,28,0,0,17,21,0,4,0,0,6,13,16,17,1,22,0,0,0,1,0,19,1,11,0,0,2,0,16,2,31,0,0,0,8,0,60,28,20,0,0,0,0,0,0,2,0,0,0,0,0,12,14,25,0,0,0,0,25,0,0,2,2,28,0,0,34,62,0,0,2,2,0,6,0,27,0,33,6,0,0,0,15,21,0,0,0,0,0,0,5,0,13,3,2,0,0,3,8,7,3,4,21,3,,Q1
mt0000707663,2.103333333333333,1.84,2.0039839694656494,1.7399091603053436,1.7068702290076332,1.0,1,1.0,0.2,0.0,0.0,0.2,0.1125,21,0,21,10,0,0,7,0,4,0,10,9,0,0,0,6,1,13,0,15,6,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,6,0,0,12,29,12,3,0,2,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,2,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,6,0,0,2,2,13,2,0,2,0,0,23,2,3,0,3,1,0,0,0,0,0,2,0,2,2,4,17,5,0,0,0,2,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,6,0,2,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,3,8,0,0,0,0,0,3,0,0,0,1,4,0,2,17,2,,Q4
mt0000712071,3.0,2.64,1.8975925925925936,1.7142985185185189,1.5111111111111108,1.0,1,1.0,0.09090909090909093,0.1,0.05,0.05,0.0,39,13,39,38,13,2,19,19,1,2,23,38,19,0,0,0,18,3,7,11,4,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,35,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,7,14,3,5,0,0,0,9,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,13,3,0,7,0,1,4,8,4,4,9,9,0,0,0,0,0,3,0,15,0,0,0,0,11,0,28,0,0,1,5,15,45,23,13,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0,1,1,25,0,0,13,38,0,0,0,0,0,0,0,0,0,0,12,0,0,0,19,31,0,0,0,0,1,11,11,1,1,3,0,0,0,0,1,10,2,6,0,3,,Q1
mt0000714708,2.728,2.426,1.9817822368421056,1.7574302631578946,1.561842105263156,0.7142857142857143,-1,0.15,0.2,0.14285714285714285,0.15,0.15,0.0,37,10,37,31,10,20,53,17,6,4,74,50,0,1,0,28,16,3,2,14,11,0,0,3,0,0,24,0,0,0,3,0,13,3,30,7,19,0,0,4,0,3,16,0,1,0,0,0,0,0,1,7,1,0,0,0,3,3,0,23,19,0,13,0,1,6,0,6,0,2,0,14,3,1,10,9,3,6,3,18,0,0,2,0,0,4,0,0,2,21,1,2,1,0,0,0,0,12,0,5,1,7,0,0,19,0,15,0,24,0,0,0,10,0,100,47,48,0,0,3,9,0,0,3,3,0,3,3,0,2,26,1,0,0,0,0,1,0,0,4,4,17,0,0,9,26,0,0,0,0,0,0,0,0,6,6,4,0,0,0,9,13,12,0,0,12,0,0,25,0,22,3,0,0,0,0,14,0,0,10,8,18,,Q1
mt0000720686,2.6244444444444444,2.32,1.970396703296704,1.6778252747252749,1.4835164835164838,1.0,1,1.0,0.26666666666666666,0.18000000000000002,0.08181818181818183,0.045454545454545456,0.0,23,5,23,8,4,3,2,1,3,1,15,23,0,1,0,8,5,3,1,8,7,0,0,0,0,1,0,2,0,0,2,1,0,1,0,2,2,1,0,0,0,0,1,1,2,0,1,0,0,0,1,2,0,0,0,0,0,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,16,6,0,6,1,0,1,11,0,1,0,4,0,0,0,5,0,14,1,10,0,0,4,0,0,0,19,0,0,1,6,11,12,3,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,4,0,18,22,0,0,3,3,0,0,1,0,0,8,0,0,0,1,4,4,4,7,13,1,,Q3
mt0000721873,2.9033333333333338,2.313333333333333,2.1099301675977653,1.7494837988826808,1.6189944134078202,1.0,1,1.0,0.135,0.1,0.125,0.05,0.045000000000000005,35,6,35,29,6,4,40,9,5,1,36,49,6,0,0,23,17,10,2,37,7,2,0,4,0,4,1,0,1,0,0,0,0,0,4,1,24,0,0,0,0,0,0,0,9,5,0,3,0,1,0,4,3,0,0,0,0,1,0,6,1,0,0,0,0,9,6,2,2,10,2,0,2,0,0,0,1,1,1,3,0,0,11,3,0,2,0,0,4,11,0,2,2,17,2,2,0,2,0,16,2,33,9,6,12,0,30,0,9,0,0,0,1,7,33,6,25,0,0,3,1,0,0,1,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,3,3,12,0,0,4,16,0,0,4,4,0,0,2,0,0,2,0,0,0,0,19,19,0,0,1,1,3,1,2,0,4,0,0,0,0,0,9,12,3,1,42,1,,Q1
mt0000728975,2.48,2.236,1.8801713043478252,1.640717391304348,1.596521739130435,1.0,1,1.0,1.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.05333333333333334,30,41,30,55,41,21,66,12,16,3,60,59,18,6,0,12,24,3,6,36,9,3,0,3,0,3,0,6,0,0,0,0,0,0,3,0,46,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,0,0,0,3,6,27,12,0,3,6,3,0,15,0,6,5,6,3,0,2,0,0,3,9,6,0,6,0,3,9,0,0,2,0,0,3,0,5,3,27,12,6,6,3,0,20,5,0,3,0,3,0,6,0,45,0,0,0,0,0,83,17,6,0,0,0,6,0,0,3,0,0,0,0,0,0,9,3,0,3,0,0,6,0,0,0,0,32,0,0,12,44,0,0,0,0,0,9,9,0,0,18,6,0,0,0,18,24,0,0,0,0,3,8,0,0,3,0,0,0,0,0,0,27,3,0,23,12,,Q3
mt0000734482,2.57,2.33,1.9552900000000002,1.745888,1.5439999999999998,0.9,-1,0.8,0.8,0.9,0.9,0.7,0.07142857142857142,18,6,24,11,6,3,24,7,0,1,29,7,0,0,0,5,2,8,0,6,4,0,1,0,0,0,0,4,0,1,1,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,0,0,0,0,8,0,3,1,1,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,5,0,0,3,4,5,5,3,4,0,0,0,0,0,7,0,5,0,0,1,0,6,0,5,0,6,0,0,3,35,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,3,0,0,7,0,0,1,1,3,0,0,0,3,0,0,0,0,0,0,1,1,0,2,1,0,0,0,6,7,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,6,1,0,13,0,,Q4
mt0000744293,1.7866666666666668,2.15,1.878341584158416,1.639893069306931,1.7168316831683172,0.8,-1,0.8,0.2222222222222222,0.09090909090909093,0.21428571428571427,0.2,0.16666666666666666,19,40,19,12,38,15,26,4,21,3,32,42,0,4,0,16,6,7,18,1,4,1,0,3,1,3,1,3,0,0,0,0,1,0,3,0,11,0,0,0,0,0,2,0,2,0,0,1,0,0,1,9,7,1,0,1,0,0,3,17,2,0,4,0,1,5,1,3,4,7,0,4,0,0,0,1,2,6,3,2,0,0,20,4,0,18,0,1,4,7,0,2,7,8,0,0,0,0,0,9,2,39,2,10,6,0,13,0,0,0,3,0,0,8,59,10,30,0,0,0,1,0,0,4,0,0,0,0,0,5,10,2,0,1,0,0,3,0,0,1,1,2,0,0,0,2,0,0,1,1,0,9,2,4,0,15,4,0,0,0,11,15,0,0,0,0,0,1,6,0,4,0,0,0,0,5,3,1,2,0,30,2,,Q2
mt0000747666,1.7008333333333334,2.333333333333333,1.8577050387596905,1.677677131782945,1.4162790697674412,1.0,1,1.0,1.0,0.5,1.0,0.5,0.225,46,34,45,33,34,14,60,14,20,11,72,100,9,8,0,6,14,18,6,42,61,3,0,3,0,1,0,9,0,1,3,3,4,1,6,0,36,0,0,0,1,1,5,0,0,0,0,0,0,0,0,6,4,0,0,0,0,2,2,17,4,3,11,18,2,5,2,4,7,1,2,22,0,0,8,1,1,4,0,7,0,0,20,53,1,5,18,0,8,18,22,26,4,61,18,0,18,5,0,30,4,22,0,0,16,0,14,4,29,0,0,1,7,7,103,34,45,0,0,3,4,0,0,1,2,0,0,1,0,3,14,12,0,1,0,5,18,0,4,3,7,8,2,0,3,13,0,0,2,2,0,4,3,8,2,17,7,0,3,0,15,25,0,0,0,0,8,5,36,1,61,1,0,0,0,4,8,20,20,8,31,9,,Q3
mt0000753074,,,1.9481614379084975,1.586769281045753,1.9071895424836591,1.0,1,1.0,0.2352941176470588,0.225,0.225,0.175,0.027027027027027032,61,23,61,3,23,2,46,2,22,1,103,5,0,0,0,0,0,43,21,12,1,0,0,0,0,0,0,2,0,0,0,2,1,2,20,0,8,0,0,0,0,0,3,0,18,18,0,0,0,0,0,10,0,10,0,0,0,0,0,1,1,1,0,0,20,1,0,19,0,0,0,0,0,0,2,0,0,1,19,21,0,0,1,3,1,7,0,0,32,5,1,1,1,4,0,0,0,2,0,7,0,28,20,20,0,0,27,0,2,0,0,0,0,2,93,35,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,5,1,0,0,0,6,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,36,0,36,4,0,0,0,0,4,0,0,0,0,0,0,18,0,20,0,2,2,0,0,0,3,1,0,11,0,,Q4
mt0000766316,2.553235294117647,2.0755882352941177,2.0251348314606754,1.679273595505619,1.6415730337078631,1.0,1,1.0,1.0,0.5,0.5,0.5,0.3,82,29,82,111,29,11,45,2,33,12,40,98,48,17,0,2,50,23,1,33,17,0,2,6,0,1,3,0,1,2,3,0,29,1,2,0,58,1,1,7,22,4,30,2,5,2,0,1,0,1,1,8,6,0,0,0,0,2,2,11,6,2,13,2,2,6,2,0,1,1,0,4,1,0,3,0,5,2,0,8,0,0,14,1,0,0,1,0,3,8,3,4,0,20,1,0,1,5,0,18,1,19,6,9,0,2,22,0,6,0,12,0,2,14,50,20,39,0,0,1,0,0,0,0,2,0,1,0,0,1,5,0,0,0,0,0,0,0,0,2,2,65,0,1,37,103,0,0,2,2,2,0,14,1,8,25,2,0,1,0,6,9,2,2,3,7,0,0,10,0,13,0,16,0,0,10,8,29,6,2,24,8,,Q1
mt0000775053,2.4233333333333333,2.3600000000000003,1.9268703703703705,1.7457697530864205,1.4765432098765428,1.0,1,1.0,0.26666666666666666,0.11428571428571427,0.2571428571428571,0.05,0.15,33,9,28,23,9,10,33,9,5,3,72,23,3,0,0,7,5,10,2,23,9,0,0,1,0,2,17,3,0,2,4,1,3,2,20,6,17,0,0,4,0,0,5,0,2,1,0,0,0,0,1,8,5,1,0,0,2,0,0,11,7,1,4,3,10,11,5,7,3,2,2,3,0,0,0,0,2,6,4,4,0,0,5,5,0,3,3,0,0,11,4,7,0,19,4,4,0,1,0,9,3,9,2,0,4,0,8,0,22,0,0,2,8,7,77,22,19,0,0,3,0,0,0,1,8,0,0,2,0,7,21,3,0,0,0,1,4,0,0,5,5,6,0,1,2,9,0,1,0,1,0,0,3,2,0,5,2,0,3,0,12,17,7,0,19,26,0,0,13,1,8,1,3,0,0,0,3,7,4,10,19,7,,Q4
mt0000776108,1.0,2.57,1.8308015748031503,1.6926409448818898,1.5007874015748033,1.0,-1,0.8,1.0,0.2,0.1125,0.05,0.061538461538461535,11,9,11,1,9,5,31,3,25,2,28,24,2,2,0,0,0,9,1,30,5,0,0,4,0,5,0,2,2,1,1,0,1,1,11,1,8,0,0,1,0,0,2,0,4,2,2,0,0,0,0,9,4,2,0,0,1,2,2,6,3,0,4,0,3,2,3,3,0,10,0,3,0,3,1,0,0,0,3,4,0,0,8,5,10,12,0,0,0,9,1,1,9,14,3,1,2,6,0,29,0,8,1,0,6,0,22,0,10,0,0,0,2,2,40,17,24,0,0,1,0,0,0,2,0,0,0,0,0,3,6,1,0,0,0,1,2,0,0,3,3,0,0,0,0,0,0,0,4,4,1,0,2,0,0,3,5,0,0,0,9,14,0,0,0,0,0,1,7,0,7,0,0,0,0,0,0,3,0,2,41,3,,Q3
