Id,Gazeteers_AvgValence,Gazeteers_AvgArousal,DAL_ANEW_AvgValence,DAL_ANEW_AvgArousal,DAL_ANEW_AvgDominance,Synesktech_GeneralWeight,Synesktech_Valence,Synesktech_HappinessWeight,Synesktech_SadnessWeight,Synesktech_AngerWeight,Synesktech_FearWeight,Synesktech_DisgustWeight,Synesktech_SurpriseWeight,GI_positiv,GI_negativ,GI_pstv,GI_affil,GI_ngtv,GI_hostile,GI_strong,GI_power,GI_weak,GI_submit,GI_active,GI_passive,GI_pleasur,GI_pain,GI_feel,GI_arousal,GI_emot,GI_virtue,GI_vice,GI_ovrst,GI_undrst,GI_academ,GI_doctrin,GI_econ@,GI_exch,GI_econ,GI_exprsv,GI_legal,GI_milit,GI_polit@,GI_polit,GI_relig,GI_role,GI_coll,GI_work,GI_ritual,GI_socrel,GI_race,GI_kin@,GI_male,GI_female,GI_nonadlt,GI_hu,GI_ani,GI_place,GI_social,GI_region,GI_route,GI_aquatic,GI_land,GI_sky,GI_object,GI_tool,GI_food,GI_vehicle,GI_bldgpt,GI_comnobj,GI_natobj,GI_bodypt,GI_comform,GI_com,GI_say,GI_need,GI_goal,GI_try,GI_means,GI_persist,GI_complet,GI_fail,GI_natrpro,GI_begin,GI_vary,GI_increas,GI_decreas,GI_finish,GI_stay,GI_rise,GI_exert,GI_fetch,GI_travel,GI_fall,GI_think,GI_know,GI_causal,GI_ought,GI_perceiv,GI_compare,GI_eval@,GI_eval,GI_solve,GI_abs@,GI_abs,GI_quality,GI_quan,GI_numb,GI_ord,GI_card,GI_freq,GI_dist,GI_time@,GI_time,GI_space,GI_pos,GI_dim,GI_rel,GI_color,GI_self,GI_our,GI_you,GI_name,GI_yes,GI_no,GI_negate,GI_intrj,GI_iav,GI_dav,GI_sv,GI_ipadj,GI_indadj,GI_powgain,GI_powloss,GI_powends,GI_powaren,GI_powcon,GI_powcoop,GI_powaupt,GI_powpt,GI_powdoct,GI_powauth,GI_powoth,GI_powtot,GI_rcethic,GI_rcrelig,GI_rcgain,GI_rcloss,GI_rcends,GI_rctot,GI_rspgain,GI_rsploss,GI_rspoth,GI_rsptot,GI_affgain,GI_affloss,GI_affpt,GI_affoth,GI_afftot,GI_wltpt,GI_wlttran,GI_wltoth,GI_wlttot,GI_wlbgain,GI_wlbloss,GI_wlbphys,GI_wlbpsyc,GI_wlbpt,GI_wlbtot,GI_enlgain,GI_enlloss,GI_enlends,GI_enlpt,GI_enloth,GI_enltot,GI_sklasth,GI_sklpt,GI_skloth,GI_skltot,GI_trngain,GI_trnloss,GI_tranlw,GI_meanslw,GI_endslw,GI_arenalw,GI_ptlw,GI_nation,GI_anomie,GI_negaff,GI_posaff,GI_surelw,GI_if,GI_notlw,GI_timespc,GI_formlw,Unnamed: 196,Quadrant,Segment,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler
mt0004183911,1.2025,2.365,1.8314076923076923,1.6950591715976338,1.5100591715976328,0.9285714285714286,1,0.8571428571428571,0.32,0.15,0.15,0.15,0.0,32,29,32,7,29,13,49,17,23,6,86,33,0,0,0,5,0,19,5,34,14,6,0,7,0,2,1,12,0,2,2,3,3,4,8,2,28,1,0,0,0,0,7,1,4,4,0,0,0,0,0,8,3,0,0,0,5,0,2,13,7,3,7,4,7,3,2,2,6,15,1,4,3,0,10,0,1,1,3,15,0,0,19,8,0,7,4,0,0,9,3,4,3,30,0,0,0,2,0,19,1,11,0,0,10,0,0,0,51,0,0,2,12,13,96,27,28,0,2,2,0,0,0,0,0,2,0,0,0,7,11,12,1,0,0,2,15,0,0,1,1,3,0,0,1,4,0,0,4,4,0,4,8,0,0,12,11,0,5,0,21,37,0,0,3,3,2,4,17,2,9,2,3,0,0,2,0,11,2,12,30,4,,Q2,1.0,63.23,20.63,16.14,0.0,0.0,14.8,0.0,1.35,4.48,5.38,20.63,12.11,1.35,17.04,0.9,6.73,13.0,3.14,4.04,4.93,0.0,1.35,19.73,0.0,0.0,0.45,4.93,1.35,3.59,0.45,2.69,0.45,17.04,4.04,1.79,2.24,0.9,3.14,0.0,2.24,3.59,2.69,1.79,0.0,0.45,4.04,2.24,1.79,0.0,0.0,12.56,2.24,4.93,5.38,1.35,0.0,1.79,0.45,0.0,2.69,1.79,0.0,0.0,0.0
mt0004254228,1.5844999999999998,1.7355,1.7664542713567828,1.6706090452261315,1.5296482412060295,1.0,-1,0.26666666666666666,0.26666666666666666,0.12857142857142856,0.07692307692307693,1.0,0.12857142857142856,21,29,21,10,26,26,36,9,19,8,53,30,0,1,0,6,1,16,6,15,24,0,0,10,0,3,5,0,0,3,0,0,9,0,3,1,16,0,0,1,0,4,9,0,19,0,12,7,0,0,0,9,1,0,3,0,5,0,1,9,11,2,0,0,3,9,0,3,6,4,0,5,0,0,1,1,0,5,4,17,0,0,24,1,0,12,0,0,3,21,1,8,2,12,0,0,0,17,0,30,7,27,1,0,0,0,19,0,6,0,1,5,17,10,59,27,5,0,1,0,10,0,0,3,0,0,1,0,0,4,18,1,0,0,0,0,1,2,0,2,4,3,0,0,4,7,0,0,8,8,0,0,4,1,8,13,12,0,0,0,24,36,1,0,6,7,0,7,9,4,2,0,0,0,0,3,0,4,6,21,28,5,,Q2,1.0,50.16,17.15,11.33,10.03,0.0,1.29,0.0,0.0,5.83,7.12,14.89,9.39,2.91,11.97,0.0,5.18,5.83,5.83,7.44,0.32,0.0,0.65,4.85,0.0,0.0,1.29,5.18,0.65,4.53,0.32,1.94,1.62,10.68,1.94,0.32,0.0,1.29,1.62,0.65,3.24,2.59,1.94,1.62,0.32,0.0,0.97,0.97,0.0,0.0,0.0,22.65,7.44,10.68,3.56,0.32,2.27,1.62,0.97,0.97,0.0,0.0,0.0,0.0,0.0
mt0004256890,2.7992307692307694,2.4946153846153853,1.9463863636363647,1.7443999999999984,1.4171717171717158,1.0,-1,1.0,1.0,0.7,0.8,0.7,0.225,84,38,86,84,38,20,51,12,5,20,91,102,30,2,0,5,30,24,24,56,38,0,0,3,0,6,1,7,0,0,3,0,0,0,1,0,84,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,1,0,0,0,3,1,0,15,5,3,5,0,10,7,5,1,3,5,9,10,0,2,1,17,1,0,6,15,0,0,12,6,2,1,1,0,24,11,2,5,4,49,3,3,0,7,0,97,3,12,3,0,15,0,9,15,21,3,4,0,3,9,103,43,43,0,0,0,1,0,0,16,9,0,0,0,0,9,35,8,0,1,0,1,10,0,1,2,3,40,0,0,20,60,0,0,4,4,0,4,1,4,0,9,7,0,0,0,22,29,0,0,2,2,22,1,22,0,8,0,1,3,0,2,3,32,1,3,86,10,,Q4,1.0,51.08,22.29,16.72,3.41,9.91,3.41,0.0,0.0,5.57,0.93,29.1,9.91,2.17,21.67,2.79,6.5,8.67,2.79,2.79,2.48,0.93,0.0,18.27,0.0,0.0,0.0,7.43,7.12,0.31,0.31,0.0,0.0,19.5,2.79,0.93,1.55,1.24,1.55,5.26,4.02,2.48,1.86,0.62,0.62,0.62,3.1,0.0,0.0,3.1,0.0,19.81,1.86,4.02,13.62,0.0,1.86,0.31,0.0,0.31,0.0,0.0,0.93,0.31,0.0
mt0004263301,2.2,2.0725,1.8459465346534656,1.6539930693069314,1.5603960396039604,1.0,-1,1.0,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.061538461538461535,11,6,11,10,6,5,28,10,8,1,25,15,0,1,0,6,0,3,2,13,14,5,1,10,0,9,0,0,4,0,0,0,2,3,7,1,13,0,0,5,7,0,5,0,8,7,1,0,0,0,0,6,4,0,0,0,2,0,6,7,4,0,3,5,1,3,0,2,2,3,3,2,0,0,0,1,0,0,4,2,0,0,2,8,0,4,0,0,0,7,2,2,1,14,0,0,0,0,0,5,0,4,0,0,0,0,20,0,3,0,0,0,0,7,29,16,23,0,0,2,1,0,0,4,0,2,0,0,0,0,9,0,0,0,0,0,0,2,1,1,4,3,0,0,2,5,0,0,8,8,0,0,4,0,0,4,3,0,7,0,10,20,0,0,2,2,4,1,5,0,3,0,0,0,0,0,0,7,8,0,6,5,,Q3,1.0,74.82,35.25,28.06,14.39,0.0,2.88,10.79,0.0,7.19,0.0,30.94,23.02,10.07,10.07,1.44,5.76,7.91,7.91,6.47,2.16,0.0,0.0,15.83,0.0,0.0,0.0,2.16,0.72,1.44,0.0,0.72,0.72,17.99,6.47,1.44,7.19,6.47,1.44,0.0,0.0,6.47,2.16,2.16,0.0,0.0,4.32,4.32,0.0,0.0,0.0,6.47,0.0,2.88,3.6,0.72,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mt0004335339,2.543333333333333,1.732222222222222,1.9809864406779656,1.5365881355932207,1.4644067796610172,1.0,1,1.0,0.125,0.1,0.125,0.0,0.15,12,0,12,8,0,0,4,0,1,0,5,6,3,0,0,1,4,6,0,11,3,0,0,0,1,0,3,4,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1,1,0,0,0,0,0,0,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,2,0,0,0,2,0,2,0,10,0,0,0,1,0,9,2,9,3,0,0,0,4,0,8,0,0,0,1,1,8,2,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,4,0,0,2,6,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,8,0,15,4,,Q4,1.0,68.57,15.71,15.71,8.57,1.43,5.71,0.0,0.0,0.0,12.86,12.86,8.57,0.0,10.0,1.43,10.0,15.71,12.86,0.0,0.0,0.0,0.0,12.86,0.0,0.0,0.0,1.43,1.43,0.0,0.0,0.0,0.0,21.43,1.43,0.0,1.43,5.71,1.43,0.0,8.57,4.29,4.29,2.86,1.43,0.0,1.43,0.0,0.0,1.43,0.0,12.86,1.43,5.71,5.71,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mt0004349116,2.145833333333333,2.558888888888889,1.870207386363636,1.6572028409090909,1.4943181818181808,1.0,-1,1.0,1.0,0.12857142857142856,1.0,0.2,0.2,64,32,61,4,23,18,61,9,23,6,12,39,37,9,0,0,30,14,8,41,5,0,0,8,0,16,2,4,11,11,15,0,3,1,3,1,4,2,0,0,0,6,4,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,7,5,0,28,0,0,17,0,0,0,1,2,0,0,0,13,1,0,10,0,2,0,0,4,19,0,0,2,0,8,4,0,20,11,37,7,0,7,17,0,59,20,34,6,0,4,6,1,2,20,11,3,1,0,5,12,5,24,0,3,0,1,2,0,13,0,1,2,0,0,4,23,9,0,0,0,0,9,0,2,1,3,0,0,0,2,2,0,0,6,6,0,7,0,29,0,36,5,0,0,0,0,5,0,0,0,0,0,0,11,0,19,1,0,0,0,6,11,18,9,0,57,5,,Q4,1.0,63.52,13.52,6.97,0.41,2.46,4.1,0.0,0.0,6.56,9.02,16.39,9.84,0.82,15.57,0.0,6.15,9.43,13.52,1.23,3.28,2.87,0.0,6.97,0.0,0.0,0.0,16.8,10.25,6.56,1.23,4.51,0.0,20.49,0.0,0.0,7.79,6.15,0.41,0.41,8.61,4.92,1.64,1.64,0.0,0.0,0.41,0.0,0.41,0.0,0.0,14.34,0.0,6.15,8.2,0.0,0.41,0.0,0.0,0.82,0.0,4.1,0.0,0.0,0.0
mt0004352726,2.383076923076924,2.2476923076923083,1.8658851282051283,1.6966851282051278,1.5846153846153834,1.0,-1,1.0,1.0,1.0,0.5,0.5,0.12857142857142856,38,27,38,38,27,16,45,12,12,5,60,45,12,4,0,9,17,14,11,39,16,0,1,4,0,6,7,5,0,1,4,0,5,1,8,1,32,1,0,6,2,2,6,0,5,1,0,0,4,0,0,8,7,0,0,1,0,0,2,13,4,0,2,2,5,4,2,1,3,1,2,5,0,0,0,2,0,7,6,11,0,0,10,4,1,6,1,0,11,14,1,3,3,23,3,1,2,6,0,30,2,23,1,5,0,3,1,0,24,2,3,0,0,7,70,25,25,0,0,0,0,0,0,1,2,1,1,0,1,4,10,5,0,1,0,0,6,0,4,2,6,21,1,0,9,31,1,0,1,2,0,2,3,5,1,11,4,0,1,0,10,15,1,0,4,5,2,4,6,0,5,0,3,0,0,0,7,30,2,0,17,4,,Q4,1.0,59.83,20.94,13.25,1.28,0.0,8.55,2.56,0.85,7.69,6.84,21.37,14.1,3.42,16.24,0.43,4.7,10.68,6.84,2.14,2.56,0.85,0.0,14.96,0.0,0.0,1.28,11.97,5.98,5.98,0.0,1.71,3.42,16.67,2.14,2.56,0.85,2.56,3.42,0.43,2.99,2.56,3.42,2.56,0.0,0.43,3.85,1.28,0.85,1.71,0.0,14.96,1.28,7.26,5.98,0.0,0.85,1.28,0.43,0.0,0.0,0.0,0.43,0.0,0.0
mt0004380082,,,1.854282142857143,1.7107410714285716,1.8214285714285716,0.26666666666666666,-1,0.26666666666666666,0.26666666666666666,0.0,0.06,0.01875,0.021739130434782608,4,5,4,6,3,3,16,4,8,1,34,4,0,0,0,0,1,1,1,7,3,2,0,1,0,1,0,0,0,0,2,0,2,1,7,1,6,0,0,1,0,2,5,2,3,2,0,0,0,1,0,5,3,0,0,0,1,1,1,5,3,0,2,0,1,1,1,3,2,3,1,8,0,0,0,0,5,4,1,19,0,0,1,3,1,0,0,0,0,0,0,0,3,5,0,0,0,2,0,5,0,10,3,6,0,0,3,5,0,0,0,0,0,0,35,13,4,0,0,1,1,0,0,0,1,1,0,0,0,5,9,0,0,0,0,1,1,0,4,0,4,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,5,0,4,0,3,0,0,0,0,0,0,4,0,0,12,2,,Q4,1.0,53.97,15.87,14.29,4.76,7.94,0.0,0.0,1.59,1.59,6.35,12.7,4.76,0.0,11.11,1.59,1.59,19.05,7.94,0.0,1.59,0.0,0.0,12.7,0.0,0.0,1.59,1.59,1.59,0.0,0.0,0.0,0.0,22.22,0.0,1.59,1.59,0.0,3.17,0.0,17.46,0.0,3.17,0.0,0.0,1.59,3.17,3.17,0.0,0.0,0.0,31.75,14.29,9.52,7.94,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mt0004400843,2.2431250000000005,2.22875,1.8884207407407416,1.8064814814814816,1.6355555555555554,1.0,1,1.0,1.0,1.0,1.0,0.13333333333333333,0.16666666666666666,29,27,26,26,27,22,78,5,17,2,48,56,9,8,0,6,13,8,8,35,17,0,0,2,1,2,1,2,0,0,2,0,1,0,5,0,28,0,0,0,0,0,1,0,6,0,0,0,1,1,4,5,2,2,0,0,0,1,1,2,1,0,23,1,3,9,1,3,4,9,3,1,0,1,1,3,0,1,4,16,5,0,7,2,3,1,34,0,3,22,0,12,2,52,0,0,0,28,0,77,12,19,0,2,1,0,15,0,0,2,0,0,4,2,63,32,21,0,0,0,4,0,0,2,0,0,0,0,0,0,6,2,0,0,0,0,2,0,3,1,4,9,0,0,5,14,0,0,0,0,0,6,2,5,0,13,1,0,1,0,8,10,0,0,3,3,8,3,11,0,15,1,0,0,0,5,1,13,5,4,17,3,,Q3,1.0,57.38,12.57,9.84,9.84,0.0,0.0,0.0,0.0,2.73,2.19,16.94,3.83,0.55,14.21,1.64,3.83,7.1,3.28,3.28,25.14,0.0,0.0,2.73,0.0,0.0,0.0,6.01,3.28,2.73,0.55,1.64,0.0,25.14,2.73,0.55,6.56,7.65,5.46,0.55,2.19,2.73,2.73,0.0,0.55,2.19,6.56,0.55,1.64,2.73,1.64,18.58,1.64,6.01,10.38,0.0,0.55,2.19,0.55,0.0,0.0,0.0,0.55,0.0,0.0
mt0004444570,2.81,2.355384615384615,1.928982464454977,1.7695616113744057,1.6625592417061608,1.0,-1,1.0,0.32,0.12,0.6666666666666666,1.0,0.07384615384615385,44,5,44,43,5,12,67,25,27,24,122,79,16,0,0,0,15,22,1,29,11,0,0,5,0,0,0,2,0,0,7,0,20,4,11,0,74,6,0,3,5,12,24,0,0,0,0,0,0,0,0,5,2,0,0,0,3,0,5,34,26,2,1,0,24,6,0,4,0,15,0,0,0,0,0,2,1,0,3,4,0,0,8,3,3,95,0,0,12,78,5,8,4,19,0,0,0,5,0,17,3,22,0,0,3,11,19,6,8,0,2,1,6,4,234,43,47,0,0,2,0,0,0,0,0,0,6,0,0,2,10,3,0,0,0,0,3,0,0,9,9,20,0,0,15,35,0,0,0,0,0,2,3,0,10,15,5,0,0,0,12,17,1,0,0,1,1,0,5,0,18,2,5,0,0,1,5,19,6,7,12,7,,Q1,1.0,40.64,13.45,12.28,5.56,2.63,4.09,0.0,0.0,1.17,8.48,27.78,8.48,9.36,17.54,0.0,2.92,5.26,2.63,0.88,1.75,0.0,0.0,14.04,0.58,0.0,4.09,4.68,3.8,0.88,0.0,0.29,0.0,8.77,0.58,0.29,0.88,1.46,2.63,0.0,2.63,2.05,9.36,9.06,0.29,0.0,4.68,2.34,0.0,1.46,0.88,8.19,1.46,4.39,1.75,0.88,0.0,3.51,0.0,0.0,0.0,0.0,0.88,0.29,0.0
mt0004485367,2.71,1.275,1.9403837662337668,1.7116233766233775,1.7155844155844138,1.0,-1,0.3200000000000001,1.0,0.225,0.225,0.175,0.13333333333333333,38,20,38,25,20,8,42,7,29,9,45,65,0,0,0,4,2,7,0,25,0,0,2,9,0,5,12,8,0,0,2,1,1,2,5,1,28,0,0,0,0,0,3,0,4,0,0,1,0,3,0,6,3,0,0,3,0,0,0,12,4,1,9,4,2,7,0,3,5,19,15,3,0,3,0,2,1,4,3,1,9,0,13,2,0,3,0,0,0,7,8,11,7,14,1,0,1,4,0,18,3,11,0,0,3,0,29,6,12,2,0,0,1,4,70,32,19,0,0,1,1,0,0,5,0,0,0,0,0,1,8,8,1,5,0,0,14,2,1,0,3,3,2,0,2,7,4,0,2,6,1,0,11,0,0,12,7,0,0,0,15,22,0,0,2,2,6,6,7,0,26,0,0,0,0,0,6,4,6,0,21,6,,Q3,1.0,58.91,25.74,22.77,14.85,3.47,4.46,0.0,0.0,2.97,2.97,14.36,6.44,2.97,11.39,0.0,8.42,8.42,7.92,0.0,3.47,0.5,0.0,11.39,0.0,0.0,0.0,8.91,7.92,0.99,0.0,0.0,0.99,23.27,1.98,8.91,0.99,0.5,0.0,0.99,7.43,0.99,1.98,0.5,0.99,0.5,2.97,2.48,0.5,0.0,0.0,14.85,1.98,3.47,7.92,0.0,6.93,1.49,0.0,0.0,0.5,0.0,0.0,0.0,0.0
mt0004489039,2.1723076923076925,2.01,1.816321875,1.6282843749999991,1.7218749999999996,1.0,-1,1.0,1.0,0.16666666666666666,1.0,1.0,0.09000000000000001,13,37,13,13,36,22,63,7,20,5,74,24,0,2,0,1,4,16,10,28,9,1,4,6,1,10,2,1,1,5,12,0,11,3,19,0,12,0,6,9,1,5,14,0,9,5,1,1,0,0,2,19,13,1,0,1,1,3,0,14,7,4,5,1,4,10,3,4,0,6,0,15,7,5,6,4,5,8,3,10,0,0,2,10,0,2,2,0,6,8,2,10,11,47,9,0,9,3,0,33,8,38,3,9,4,2,13,0,5,3,0,1,6,4,70,42,16,0,1,1,0,0,0,5,2,1,0,1,0,14,24,1,0,0,0,0,1,0,2,2,4,1,1,5,2,9,1,0,11,12,1,3,14,2,3,23,12,0,0,0,7,19,0,0,9,9,4,6,11,1,8,1,3,0,0,2,3,3,7,7,50,11,,Q3,1.0,55.21,10.99,7.89,3.94,0.0,0.85,1.13,1.97,3.1,11.83,11.55,7.04,6.2,4.23,0.85,3.94,12.39,7.32,1.69,1.69,2.82,0.0,9.86,1.13,0.56,1.69,4.51,1.69,2.82,0.0,0.85,1.41,8.73,0.56,0.56,0.28,0.56,0.28,0.85,5.07,0.56,4.51,1.13,1.69,1.69,1.69,0.56,0.56,0.0,0.56,20.28,4.23,7.61,8.17,1.41,1.41,0.85,2.25,0.56,0.0,0.0,0.28,0.56,0.0
mt0004506984,2.3685714285714283,2.104285714285714,1.9127113636363648,1.6351863636363624,1.6072727272727272,1.0,-1,1.0,1.0,0.7,1.0,0.7,1.0,34,21,33,13,21,11,58,13,17,1,63,31,1,1,0,3,2,19,10,18,23,0,0,5,1,6,3,7,2,0,3,2,16,1,8,1,19,0,0,0,13,2,17,0,5,1,1,0,0,1,2,7,5,1,0,0,0,1,0,18,7,1,2,1,4,6,5,5,2,8,3,3,0,0,2,1,1,1,8,6,0,0,21,5,1,3,10,0,7,16,3,18,12,21,2,2,0,14,1,33,14,20,1,0,2,0,23,8,15,0,2,0,1,8,79,23,25,0,0,0,1,0,0,2,4,1,1,0,0,4,13,8,1,0,0,0,9,0,1,3,4,0,0,0,1,1,0,0,3,3,0,1,14,1,2,18,5,0,1,0,26,32,1,0,0,1,0,1,16,2,7,1,13,0,0,0,2,9,8,1,44,7,,Q1,1.0,62.11,20.7,15.44,8.77,2.81,3.51,0.35,0.0,5.26,7.02,12.63,7.02,1.4,10.18,0.7,7.37,14.04,5.61,0.35,4.21,0.0,0.0,12.63,0.0,0.0,4.56,3.16,2.46,0.7,0.0,0.0,0.35,16.84,2.81,2.11,1.05,1.4,1.75,1.05,5.96,2.46,3.51,1.4,1.05,0.35,4.21,0.7,3.51,0.0,0.0,15.44,1.4,5.26,8.77,0.35,1.4,1.4,0.0,0.0,1.4,0.35,2.11,0.35,0.0
mt0004588191,2.65,2.29,1.9386330434782608,1.6781669565217394,1.5078260869565219,1.0,1,1.0,0.1565217391304348,0.09090909090909093,0.052173913043478265,0.4,0.35,22,16,24,11,16,14,18,9,2,0,37,9,0,0,0,2,0,9,2,17,8,0,0,4,2,3,0,7,1,0,1,0,4,0,7,4,25,0,1,0,11,3,4,0,2,1,0,1,0,0,0,3,1,0,0,0,2,0,0,7,6,4,0,0,4,4,0,6,6,0,1,4,0,0,1,0,2,2,4,7,0,0,13,9,4,4,0,0,8,9,1,2,2,11,0,0,0,3,0,11,1,10,2,0,1,0,19,1,28,0,6,2,5,12,64,18,15,0,0,0,1,0,0,5,3,0,0,0,0,4,13,5,0,1,0,0,6,0,1,0,1,0,0,1,0,1,0,0,3,3,0,0,0,0,0,0,8,0,2,0,21,31,2,0,0,2,4,4,5,2,2,0,6,0,0,0,1,12,1,2,11,6,,Q1,1.0,62.26,32.08,28.93,13.84,0.63,9.43,5.03,0.0,3.14,5.66,22.64,11.32,3.14,13.84,1.89,5.03,6.29,6.29,1.89,1.26,0.0,0.0,23.9,0.0,0.0,1.89,3.77,3.14,0.63,0.63,0.0,0.0,13.84,3.77,0.63,1.89,1.26,1.26,0.0,3.14,3.14,1.26,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.06,2.52,5.66,1.26,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0
mt0004644495,2.684,2.21,2.020958695652175,1.704088043478261,1.7913043478260875,1.0,-1,1.0,1.0,0.5,0.5,0.5,0.061538461538461535,11,4,11,5,4,0,14,8,11,1,34,15,3,3,0,5,2,0,0,11,12,0,0,2,0,1,7,1,0,0,0,0,4,0,8,0,9,0,0,4,0,4,4,0,8,2,0,0,2,0,4,11,10,0,0,0,1,0,2,3,0,0,2,5,1,1,1,2,4,8,0,2,0,0,3,0,0,2,2,20,1,0,2,1,0,2,0,0,0,1,0,0,6,9,0,0,0,2,0,11,0,18,0,4,0,1,4,0,19,0,1,0,1,4,38,23,12,0,0,1,0,0,0,0,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,1,0,0,4,2,0,6,1,0,1,0,3,5,0,0,0,0,2,4,14,0,8,0,0,0,0,0,0,7,0,1,28,1,,Q4,1.0,56.25,17.86,14.29,3.57,0.0,9.82,0.0,0.89,3.57,7.14,13.39,9.82,1.79,4.46,0.89,5.36,12.5,3.57,0.89,0.89,0.0,0.0,16.07,0.0,0.0,3.57,2.68,2.68,0.0,0.0,0.0,0.0,10.71,1.79,0.0,0.89,0.0,0.89,0.89,5.36,0.89,2.68,0.89,0.0,0.0,3.57,2.68,0.89,0.0,0.0,24.11,4.46,14.29,5.36,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.89,0.0,0.0
mt0004692317,2.3685714285714283,2.104285714285714,1.9127113636363648,1.6351863636363624,1.6072727272727272,1.0,-1,1.0,1.0,0.7,1.0,0.7,1.0,34,21,33,13,21,11,58,13,17,1,63,31,1,1,0,3,2,19,10,18,23,0,0,5,1,6,3,7,2,0,3,2,16,1,8,1,19,0,0,0,13,2,17,0,5,1,1,0,0,1,2,7,5,1,0,0,0,1,0,18,7,1,2,1,4,6,5,5,2,8,3,3,0,0,2,1,1,1,8,6,0,0,21,5,1,3,10,0,7,16,3,18,12,21,2,2,0,14,1,33,14,20,1,0,2,0,23,8,15,0,2,0,1,8,79,23,25,0,0,0,1,0,0,2,4,1,1,0,0,4,13,8,1,0,0,0,9,0,1,3,4,0,0,0,1,1,0,0,3,3,0,1,14,1,2,18,5,0,1,0,26,32,1,0,0,1,0,1,16,2,7,1,13,0,0,0,2,9,8,1,44,7,,Q1,1.0,62.11,20.7,15.44,8.77,2.81,3.51,0.35,0.0,5.26,7.02,12.63,7.02,1.4,10.18,0.7,7.37,14.04,5.61,0.35,4.21,0.0,0.0,12.63,0.0,0.0,4.56,3.16,2.46,0.7,0.0,0.0,0.35,16.84,2.81,2.11,1.05,1.4,1.75,1.05,5.96,2.46,3.51,1.4,1.05,0.35,4.21,0.7,3.51,0.0,0.0,15.44,1.4,5.26,8.77,0.35,1.4,1.4,0.0,0.0,1.4,0.35,2.11,0.35,0.0
mt0004692456,2.9172727272727275,2.653636363636364,1.9328791788856312,1.7316348973607048,1.6240469208211157,1.0,-1,1.0,1.0,0.9,0.9,0.7,0.12857142857142856,111,32,110,129,35,27,85,33,35,11,178,113,43,0,0,6,44,24,7,33,15,10,0,0,0,1,12,6,0,2,2,4,13,3,6,4,116,0,12,6,7,0,16,0,8,4,0,0,0,4,0,16,14,0,0,0,2,0,5,21,10,6,6,3,19,2,9,14,9,6,0,34,4,4,3,1,0,0,18,34,15,0,17,9,7,4,14,0,2,21,5,9,6,34,0,0,0,11,0,16,4,34,0,1,4,0,46,0,43,0,0,3,10,26,233,49,52,0,0,11,1,3,0,1,7,3,0,0,0,6,32,11,0,0,0,4,15,1,0,0,1,62,0,12,28,102,0,0,5,5,0,0,4,0,0,4,21,0,10,0,43,74,1,0,0,1,4,12,22,4,10,0,1,0,0,6,2,28,0,10,55,9,,Q1,1.0,56.42,24.21,18.74,11.37,0.0,6.11,0.21,1.05,5.47,2.74,26.32,14.11,3.79,14.74,4.0,2.74,8.42,7.79,4.0,2.11,0.0,0.0,14.95,1.26,0.0,0.0,5.89,5.47,0.63,0.0,0.0,0.0,18.11,3.37,1.26,0.63,0.63,2.32,0.42,8.0,1.47,2.32,0.63,1.47,0.84,4.84,0.84,0.21,3.79,0.0,18.32,6.11,9.26,3.16,0.63,0.42,1.68,0.0,0.0,1.05,0.42,0.0,0.0,0.0
